id,title,artist,culture,image,hex1,hex2,hex3,percent1,percent2,percent3,hue1,hue2,hue3,year
190493,"Halet Effendi, the Turkish Ambassador, and His Aide-de-Camp",Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:766605,#e1e1c8,#c8c8af,#969696,0.760881543,0.083140496,0.037300275,Green,Green,Grey,1824
190718,Study of the Artist Standing Sketching; Lowered Banners; Profile Caricature; verso: Facade of a Building,Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:766685,#e1e1c8,#c8c8af,#969696,0.7555,0.076888889,0.064333333,Green,Green,Grey,1824
297477,"Sketchbook No. 20: Studies for ""The Coronation of Napoleon""",Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:766561,#4b4b32,#64644b,#194b32,0.449100529,0.307142857,0.088306878,Green,Green,Green,1824
190710,Napoleon Crowning Josephine (recto and verso),Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:20988_dynmc,#e1e1c8,#c8c8af,#fae1e1,0.630859107,0.164329897,0.119862543,Green,Green,Red,1824
305540,"Horse-Drawn Carriage Attacked by a Man on Foot, from an ornamental fireplace",Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000864_dynmc,#e1e1c8,#e1c8af,#c8af96,0.815573333,0.080906667,0.035786667,Green,Orange,Brown,1824
305686,Rob Roy: Man with Crossed Arms Seated on Table,Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000866_dynmc,#e1e1c8,#e1c8af,#fae1e1,0.810578512,0.067823691,0.048099174,Green,Orange,Red,1824
354317,Satan Viewing the Ascent to Heaven,John Martin,British,https://nrs.harvard.edu/urn-3:HUAM:759955,#e1e1e1,#191919,#323232,0.716639118,0.08892562,0.061432507,Grey,Grey,Grey,1824
190556,"Napoleon, Nude, Crowning Himself; verso: Sketch for the Loge of Madame Mère",Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:766566,#e1e1c8,#c8c8af,#969696,0.813965517,0.063218391,0.031091954,Green,Green,Grey,1824
231750,Cup,Meissen Porcelain Manufactory,German,https://nrs.harvard.edu/urn-3:HUAM:INV141400_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1824
299628,"View from the Brühl Terrace toward the Hofkirche and the Augustus Bridge, Dresden",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:VRS33309_dynmc,#afafaf,#969696,#7d7d7d,0.341345029,0.286315789,0.169064327,Grey,Grey,Grey,1825
312415,View of Dresden from Moreau's Monument at Rachnitz,Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:VRS33310_dynmc,#969696,#afafaf,#7d7d7d,0.398479532,0.288479532,0.146432749,Grey,Grey,Grey,1825
349940,Entertainments of Spain,Francisco José de Goya y Lucientes,Spanish,https://nrs.harvard.edu/urn-3:HUAM:755556,#c8c8af,#4b4b4b,#969696,0.500584795,0.142631579,0.124736842,Green,Grey,Grey,1825
356313,Three Children Playing with a Donkey,Théodore Géricault,French,https://nrs.harvard.edu/urn-3:HUAM:767078,#e1e1c8,#c8c8c8,#afafaf,0.657029703,0.12349835,0.08660066,Green,Grey,Grey,1825
357312,Creamer,William Thomson,American,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1825
361738,The Sleeping Fishmonger,Théodore Géricault,French,https://nrs.harvard.edu/urn-3:HUAM:767079,#e1e1c8,#969696,#afafaf,0.769579288,0.084466019,0.065177994,Green,Grey,Grey,1825
165359,"Poet Paying Homage to Krishna, folio from a Bhagavata Purana Series",Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:ISL10190_dynmc,#c8c8af,#afafaf,#c83232,0.185535714,0.15702381,0.121071429,Green,Grey,Brown,1825
165789,"The Wedding of Krishna and Rukmini, folio from a Bhagavata Purana Series",Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:53439_dynmc,#e1e1c8,#c8c8c8,#c83232,0.280409357,0.217719298,0.103040936,Green,Grey,Brown,1825
269370,Sheet of Twelve Antique Medals,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:INV140969_dynmc,#e1e1e1,#afaf96,#96967d,0.789369369,0.063903904,0.063543544,Grey,Green,Green,1825
370653,Vice Admiral Samuel Hood Linzee (1773-1820),Unidentified Artist,British?,https://nrs.harvard.edu/urn-3:HUAM:LEG275666,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1825
372778,Coach Horse Ridden by a Groom,Théodore Géricault,French,https://nrs.harvard.edu/urn-3:HUAM:777116,#e1e1c8,#afaf96,#969696,0.774563107,0.064401294,0.059676375,Green,Green,Grey,1825
312444,"View of the Elbe and the Hofkirche from the Brühl Terrace, Dresden; verso: Dresden",Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:VRS33306_dynmc,#7d7d7d,#646464,#969696,0.43700565,0.289548023,0.097966102,Grey,Grey,Grey,1825
367571,Fashionably Dressed Couple Before an Oak Tree,Carl Wilhelm Kolbe,German,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1825
165368,"Krishna and Balarama Seated Beneath an Awning, from a Bhagavata Purana Series",Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:ISL10191_dynmc,#c8c8c8,#afafaf,#c83232,0.172405797,0.160811594,0.142202899,Grey,Grey,Brown,1825
248244,Saint Philip,Johann Friedrich Overbeck,German,https://nrs.harvard.edu/urn-3:HUAM:INV197989_dynmc,#e1c8c8,#96967d,#af9696,0.94996997,0.019099099,0.014714715,Orange,Green,Brown,1826
305892,"Daniel's Clenched Right Hand, for ""Belshazzar's Feast;"" verso: Hands; Ear; Head",Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV204039_dynmc,#96967d,#afaf96,#e1e1c8,0.635285714,0.25752381,0.06547619,Green,Green,Green,1826
248266,Monk Praying,Johann Friedrich Overbeck,German,https://nrs.harvard.edu/urn-3:HUAM:INV197984_dynmc,#e1e1c8,#c8c8af,#af967d,0.948484848,0.026,0.010424242,Green,Green,Brown,1826
255852,The Great American Sea-Eagle,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156567_dynmc,#e1c8af,#321900,#190000,0.560849673,0.21869281,0.12372549,Orange,Brown,Black,1827
297947,"The Complaint of the Giant Nimrod (from Dante's ""Divine Comedy""); verso: slight black chalk sketch for recto",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:71959_dynmc,#e1e1c8,#c8c8af,#afaf96,0.506095238,0.317904762,0.08215873,Green,Green,Green,1827
297457,"Charon and the Condemned Souls (from Dante's ""Divine Comedy"")",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:71970_dynmc,#e1e1c8,#c8c8af,#afaf96,0.497269841,0.33384127,0.127111111,Green,Green,Green,1827
298768,Farmhouse by the Water,John Constable,British,https://nrs.harvard.edu/urn-3:HUAM:VRS36154_dynmc,#969696,#afafaf,#7d7d7d,0.395954416,0.248319088,0.210655271,Grey,Grey,Grey,1827
298812,Landscape with a Farmhouse,John Constable,British,https://nrs.harvard.edu/urn-3:HUAM:INV002337_dynmc,#fafae1,#e1e1c8,unknown,0.952923977,0.047076023,unknown,Green,Green,unknown,1827
297327,"The Punishment of Rusticucci and His Companions (from Dante's ""Divine Comedy"")",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:51269_dynmc,#e1c8af,#afaf96,#96967d,0.48081761,0.267044025,0.115220126,Orange,Green,Green,1827
54997,Illustrations to Dante's Divine Comedy,William Blake,British,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1827
230337,John Wesley Jarvis,Henry Inman,American,https://nrs.harvard.edu/urn-3:huam:INV227795_dynmc,#323219,#644b32,#4b3232,0.23264,0.149546667,0.147253333,Brown,Brown,Red,1827
297596,"Agnello de Brunelleschi of Florence Being Transformed into a Serpent (from Dante's ""Divine Comedy"")",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:50897_dynmc,#fae1c8,#e1c8af,#96967d,0.599308176,0.345660377,0.029371069,Yellow,Orange,Green,1827
296248,View of Mount Soracte from Civita Castellana,Jean-Baptiste-Camille Corot,French,https://nrs.harvard.edu/urn-3:HUAM:81324_dynmc,#c8c8c8,#e1e1e1,#afafaf,0.553466667,0.230866667,0.1414,Grey,Grey,Grey,1827
296652,Mars and Venus,Jacques-Louis David,French,https://nrs.harvard.edu/urn-3:HUAM:73061_dynmc,#e1c896,#c8af96,#af967d,0.477192982,0.343567251,0.145497076,Yellow,Brown,Brown,1827
293901,Design for a Medal: The Entry of the Duc d'Angouleme in Madrid,André Galle,French,https://nrs.harvard.edu/urn-3:HUAM:72807_dynmc,#e1e1c8,#e1c8af,#c8af96,0.511937984,0.365426357,0.076020672,Green,Orange,Brown,1828
255853,Gold-winged Woodpecker,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156569_dynmc,#e1c8af,#4b3219,#644b32,0.764836601,0.067385621,0.046862745,Orange,Brown,Brown,1828
257730,"""When the morning stars sang together,""",William Blake,British,https://nrs.harvard.edu/urn-3:HUAM:VRS84263_dynmc,#e1e1e1,#c8c8c8,#fafafa,0.364971751,0.176214689,0.137627119,Grey,Grey,White,1828
296135,Portrait of Mme. Balze,Jean-Auguste-Dominique Ingres,French,https://nrs.harvard.edu/urn-3:HUAM:75974_dynmc,#e1e1af,#fafae1,#afaf7d,0.974310345,0.023448276,0.002241379,Green,Green,Green,1828
358294,The Tavern,Julien-Léopold Boilly,French,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1828
295291,"Sketch after Goya's ""Caprichos""",Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:764430,#e1c8af,#c8af96,#af967d,0.618482385,0.126449864,0.073441734,Orange,Brown,Brown,1829
299964,"Devonport and Dockyard, Devonshire",Joseph Mallord William Turner,British,https://nrs.harvard.edu/urn-3:HUAM:38394_dynmc,#96967d,#c8af7d,#647d7d,0.196769759,0.10790378,0.091752577,Green,Brown,Blue,1829
303461,Royal Tiger,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:LEG683_dynmc,#afafaf,#c8c8c8,#4b4b64,0.187251462,0.168245614,0.152865497,Grey,Grey,Violet,1829
356503,The Emperor Napoleon and a Grenadier,Nicolas-Toussaint Charlet,French,https://nrs.harvard.edu/urn-3:HUAM:764379,#c8c8c8,#323232,#191932,0.213218391,0.209310345,0.202356322,Grey,Grey,Blue,1829
308976,View of Harvard College,Alvan Fisher,American,https://nrs.harvard.edu/urn-3:HUAM:VRS41009_dynmc,#969696,#7d7d7d,#646464,0.223,0.1875,0.146388889,Grey,Grey,Grey,1830
321160,Church Ruins in Bergen(?),Albertus Brondgeest,Dutch,https://nrs.harvard.edu/urn-3:HUAM:INV172545_dynmc,#c8af96,#af967d,#967d64,0.327893333,0.28592,0.170933333,Brown,Brown,Brown,1830
305419,"Spalatro's Head, for ""Spalatro's Vision of the Bloody Hand""",Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000898_dynmc,#e1e1c8,#c8c8af,#afaf96,0.854313725,0.108480392,0.037156863,Green,Green,Green,1830
305586,"Spalatro's Head, for ""Spalatro's Vision of the Bloody Hand""",Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000899_dynmc,#e1e1c8,#c8c8af,unknown,0.910569106,0.089430894,unknown,Green,Green,unknown,1830
30844,Four Gentlemen Discussing a Pedestal,Unidentified Artist,Austrian,https://nrs.harvard.edu/urn-3:HUAM:INV009595_dynmc,#e1c8af,#e1e1c8,#c8af96,0.695967742,0.128548387,0.101344086,Orange,Green,Brown,1830
255854,Blue-bird,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156566_dynmc,#e1c8c8,#af967d,#c8af96,0.873589744,0.020576923,0.020128205,Orange,Brown,Brown,1831
296720,Anne of Cleves (after Holbein)  Verso: A Snarling Panther,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:VRS41900_dynmc,#afafaf,#fafafa,#000000,0.505109034,0.287538941,0.11470405,Grey,White,Black,1831
259142,Great American Hen and Young,William Home Lizars,British,https://nrs.harvard.edu/urn-3:HUAM:INV156563_dynmc,#321900,#e1c8af,#7d6432,0.431617162,0.329042904,0.072607261,Brown,Orange,Yellow,1832
298463,Africans Dancing in the Street,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:30602_dynmc,#e1c8af,#fae1c8,#af967d,0.220338983,0.177344633,0.118305085,Orange,Yellow,Brown,1832
198975,Devils of Lithography: Plate 3,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141101_dynmc,#c8c8af,#e1c8c8,#96967d,0.4698,0.198533333,0.092933333,Green,Orange,Green,1832
209210,Farewell to Spring Briar Roses,Gai Qi [Kai Ch'i],Chinese,https://nrs.harvard.edu/urn-3:HUAM:758592,#af9664,#967d4b,#c8af96,0.887346939,0.046802721,0.02829932,Yellow,Brown,Brown,1832
217275,European Figure Studies: Napoleon and a Napoleonic Soldier (recto); Man and a Woman (verso),Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:CARP05459_dynmc,#fae1af,#e1c8af,#323232,0.686282051,0.084358974,0.074871795,Yellow,Orange,Grey,1832
217261,Ruler and an Attendant Conversing with a British Resident,Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:CARP05405_dynmc,#e1c896,#c8af96,#323232,0.505364583,0.307239583,0.06734375,Yellow,Brown,Grey,1832
198977,Devils of Lithography: Plate 5,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141103_dynmc,#e1c8c8,#c8c8af,#96967d,0.429466667,0.2884,0.1102,Orange,Green,Green,1832
198978,Devils of Lithography: Plate 6,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141104_dynmc,#e1c8c8,#c8c8af,#afaf96,0.453202614,0.276666667,0.09627451,Orange,Green,Green,1832
199001,Devils of Lithography: Plate 1,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141099_dynmc,#e1c8c8,#c8c8af,#afaf96,0.413133333,0.290866667,0.107466667,Orange,Green,Green,1832
199002,Devils of Lithography: Plate 2,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141100_dynmc,#e1c8c8,#c8c8af,#96967d,0.4018,0.327866667,0.099466667,Orange,Green,Green,1832
297230,Study of Arabs,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:758424,#c8c8af,#c8af96,#af967d,0.557206349,0.298095238,0.063111111,Green,Brown,Brown,1832
351913,"Manuscript of the Qur‘an, with lacquer binding",unknown,Persian,https://nrs.harvard.edu/urn-3:HUAM:757746,#af6400,#964b00,#7d4b19,0.242430556,0.168819444,0.137222222,Brown,Brown,Brown,1832
198976,Devils of Lithography: Plate 4,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141102_dynmc,#e1c8c8,#c8c8af,#96967d,0.358679868,0.325544554,0.11359736,Orange,Green,Green,1832
199272,Devils of Lithography: Cover,Eugène Lepoittevin,French,https://nrs.harvard.edu/urn-3:HUAM:INV141094_dynmc,#967d4b,#af9664,#7d644b,0.438855219,0.340673401,0.123771044,Brown,Yellow,Yellow,1832
215677,Krishna and Radha under a Lotus-Leaf Umbrella,Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:ISL10149_dynmc,#193232,#000000,#c8967d,0.266666667,0.250342679,0.167788162,Green,Black,Grey,1832
217484,"The Maharajah of Kota, Members of Court, Attendants, and the Englishman James Tod",Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:CARP05412_dynmc,#e1c896,#e1af7d,#fae1af,0.450385965,0.253684211,0.118807018,Yellow,Orange,Yellow,1832
297614,Portrait of the Forestier Family,Jean-Auguste-Dominique Ingres,French,https://nrs.harvard.edu/urn-3:HUAM:70074_dynmc,#c89664,#c8af7d,#af7d64,0.815647383,0.100936639,0.051570248,Brown,Brown,Brown,1833
311963,Rough-legged Falcon,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156571_dynmc,#e1c8c8,#191900,#644b32,0.750693069,0.077887789,0.034521452,Orange,Brown,Brown,1833
312043,Brazilian Caracara Eagle,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156565_dynmc,#e1c8af,#321900,#af9664,0.52496732,0.415163399,0.055947712,Orange,Brown,Yellow,1833
265722,"Rue Transnonain, April 15, 1834",Honoré-Victorin Daumier,French,https://nrs.harvard.edu/urn-3:HUAM:756349,#e1e1e1,#323232,#4b4b4b,0.296190476,0.229460317,0.133904762,Grey,Grey,Grey,1834
297163,Portrait of Etienne (?) Gonin,Jean-Auguste-Dominique Ingres,French,https://nrs.harvard.edu/urn-3:HUAM:75971_dynmc,#fae1c8,#afaf96,#96967d,0.963918129,0.033391813,0.002631579,Yellow,Green,Green,1834
297803,Bally-burgh Ness,Joseph Mallord William Turner,British,https://nrs.harvard.edu/urn-3:HUAM:DDC100832_dynmc,#c8af96,#af967d,#7d7d7d,0.323369963,0.294798535,0.151575092,Brown,Brown,Grey,1835
370191,Alphonse Pierre Hennet de Goutel (1815-1887),Théodore Chassériau,French,https://nrs.harvard.edu/urn-3:HUAM:776756,#191919,#323219,#c8af7d,0.499265092,0.356745407,0.030708661,Grey,Brown,Brown,1835
298801,Seashore From Hastings,Joseph Mallord William Turner,British,https://nrs.harvard.edu/urn-3:HUAM:38452_dynmc,#afafaf,#969696,#c8c8c8,0.414862385,0.148073394,0.133272171,Grey,Grey,Grey,1835
305897,Upper Part of a Tree,Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000897_dynmc,#c8c8af,#c8af96,#afafaf,0.51265625,0.197708333,0.15625,Green,Brown,Grey,1835
223059,Interior of Village School,Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV005752_dynmc,#e1e1e1,#c8c8c8,#afaf96,0.819099099,0.123183183,0.045165165,Grey,Grey,Green,1836
223100,The Parade of the Tyrolese,Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV005751_dynmc,#e1e1e1,#afaf96,#96967d,0.954534535,0.033993994,0.00960961,Grey,Green,Green,1836
256920,Roseate Spoonbill,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156564_dynmc,#e1c8af,#af967d,#c8af96,0.247866667,0.169333333,0.1452,Orange,Brown,Brown,1836
236196,Salisbury Cathedral from the Meadows,David Lucas,British,https://nrs.harvard.edu/urn-3:HUAM:771146,#7d644b,#323232,#4b4b32,0.193893557,0.185378151,0.111876751,Yellow,Grey,Green,1837
255855,Ferruginous Thrush,Robert Havell Jr.,British,https://nrs.harvard.edu/urn-3:HUAM:INV156572_dynmc,#e1c8af,#e1e1c8,#323219,0.359934641,0.240457516,0.061960784,Orange,Green,Brown,1838
351924,"Illustrated Manuscript of poetry by Maktabi Shirazi, Vahshi Bafqi, and Naw’i Khabushani",unknown,Persian,https://nrs.harvard.edu/urn-3:HUAM:760396,#e1c8af,#c8af96,#af967d,0.503863636,0.263106061,0.120227273,Orange,Brown,Brown,1838
305694,Two Females Lying on a Cloud,Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000900_dynmc,#fae1e1,unknown,unknown,1,unknown,unknown,Red,unknown,unknown,1839
356376,Storage Jar,David Drake,American,https://nrs.harvard.edu/urn-3:HUAM:761880,#646464,#4b4b4b,#7d644b,0.347333333,0.152242424,0.122424242,Grey,Grey,Yellow,1840
200861,Cylindrical Brush Holder with Openwork Peony Decor,unknown,Korean,https://nrs.harvard.edu/urn-3:HUAM:46486_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1840
209776,Appreciating Paintings in the Spring Grass Studio,Huang Jun [Huang Chün],Chinese,https://nrs.harvard.edu/urn-3:HUAM:758105,#c8af96,#af967d,#967d7d,0.507741935,0.299354839,0.187526882,Brown,Brown,Brown,1840
276608,Christ as the Good Shepherd,Ludwig Gruner,German,https://nrs.harvard.edu/urn-3:HUAM:INV197592_dynmc,#e1c8c8,unknown,unknown,1,unknown,unknown,Orange,unknown,unknown,1841
362113,"Portrait of Madame Jean-Pierre Gonin, née Louise Lafon",Jean-Auguste-Dominique Ingres,French,https://nrs.harvard.edu/urn-3:HUAM:769583,#c8af96,#e1e1c8,#af9664,0.881073446,0.095988701,0.022824859,Brown,Green,Yellow,1841
226920,Landscape near Pirna,Johannes Christian Clausen Dahl,Norwegian,https://nrs.harvard.edu/urn-3:HUAM:VRS12172_dynmc,#c8c8c8,#afafaf,#969696,0.171460055,0.165344353,0.155702479,Grey,Grey,Grey,1841
255680,"Joseph Adam, Count Wratislaw, in Turkish Costume",Josef Kriehuber,German,https://nrs.harvard.edu/urn-3:HUAM:INV197859_dynmc,#c8c8af,#afaf96,#7d7d64,0.675535714,0.121130952,0.095714286,Green,Green,Yellow,1842
269102,The Political Refugee,Honoré-Victorin Daumier,French,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1842
297763,Great Oak,Théodore Rousseau,French,https://nrs.harvard.edu/urn-3:HUAM:VRS47569_dynmc,#e1e1e1,#c8c8c8,#afafaf,0.195426997,0.186556474,0.173939394,Grey,Grey,Grey,1842
295904,Silhouette of the Honorable George H. Kuhn,Augustin Amant Constant Fidèle Edouart,French,https://nrs.harvard.edu/urn-3:HUAM:VRS18268_dynmc,#fafafa,#e1e1e1,#000000,0.343722222,0.328166667,0.170944444,White,Grey,Black,1842
305750,"Three Standing Figures, for ""The Death of King John;"" verso: Reclining Man",Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000913_dynmc,#e1e1c8,#fafae1,#c8c8af,0.838466667,0.120466667,0.036733333,Green,Green,Green,1842
351848,Pen Box with Muhammad Shah Qajar and Nur `Ali Shah,Abu’l-Hasan Isfahani,,https://nrs.harvard.edu/urn-3:HUAM:760086,#e1e1e1,#7d4b19,#964b00,0.703917526,0.088178694,0.077044674,Grey,Brown,Brown,1843
298332,Two Views of Rochemaure,Victor Marie Hugo,French,https://nrs.harvard.edu/urn-3:HUAM:VRS34569_dynmc,#afafaf,#c8c8c8,#e1e1e1,0.346946779,0.334789916,0.171988796,Grey,Grey,Grey,1844
319229,Articles of China,William Henry Fox Talbot,British,https://nrs.harvard.edu/urn-3:HUAM:DDC102544_dynmc,#644b4b,#7d6464,#967d7d,0.770603675,0.063779528,0.055223097,Brown,Brown,Brown,1844
228630,Mourning Bracelet,Unidentified Artist,Unidentified culture,https://nrs.harvard.edu/urn-3:HUAM:VRS42895_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1844
368758,Young Woman Undressing; verso: A Ship,Christoffer Wilhelm Eckersberg,Danish,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1844
294969,Rhine Landscape,Joseph Mallord William Turner,British,https://nrs.harvard.edu/urn-3:HUAM:53794_dynmc,#e1e1c8,#fafae1,#c8c8af,0.729803922,0.229215686,0.036339869,Green,Green,Green,1844
299825,Lion Devouring a Horse,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:DDC103412_dynmc,#323232,#e1e1e1,#4b4b4b,0.181904762,0.170059524,0.128630952,Grey,Grey,Grey,1844
160302,"John Cay, Sheriff of Linlithgow",Hill & Adamson,"British, Scottish",https://nrs.harvard.edu/urn-3:HUAM:51508_dynmc,#4b3232,#644b32,#7d644b,0.398193146,0.279252336,0.081433022,Red,Brown,Yellow,1845
295241,A Patrol of Camel Riders,Alexandre Gabriel Decamps,French,https://nrs.harvard.edu/urn-3:HUAM:VRS17593_dynmc,#646464,#7d7d7d,#969696,0.164166667,0.145444444,0.142277778,Grey,Grey,Grey,1845
296779,Study for the Portrait of Madame Othenin d'Haussonville,Jean-Auguste-Dominique Ingres,French,https://nrs.harvard.edu/urn-3:HUAM:DDC235489_dynmc,#c8c8af,#e1c8c8,unknown,0.510826667,0.489173333,unknown,Green,Orange,unknown,1845
217018,"Maharao Ram Singh II of Kota with Attendants, G.B. Malleson, and another Englishman",Unknown Artist,Indian,https://nrs.harvard.edu/urn-3:HUAM:CARP05417_dynmc,#e1c896,#e1e1c8,#af967d,0.776818182,0.157424242,0.028787879,Yellow,Green,Brown,1845
295262,"Lithographic stone: ""Ma blanchisseuse!""",Paul Gavarni,French,https://nrs.harvard.edu/urn-3:HUAM:VRS16202_dynmc,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1846
305627,Plan and Elevation of a Two-Story Round Temple,Washington Allston,American,https://nrs.harvard.edu/urn-3:HUAM:INV000911_dynmc,#fafae1,#e1e1c8,#c8c8af,0.960573477,0.038566308,0.000860215,Green,Green,Green,1847
223099,Rubezahl,Adrian Ludwig Richter,German,https://nrs.harvard.edu/urn-3:HUAM:INV005782_dynmc,#c8c8c8,#96967d,#afaf96,0.548611111,0.145486111,0.140694444,Grey,Green,Green,1848
297931,Artist at his Easel,Gustave Courbet,French,https://nrs.harvard.edu/urn-3:HUAM:51639_dynmc,#323232,#4b4b32,#e1e1e1,0.488058608,0.458315018,0.01992674,Grey,Green,Grey,1848
364460,View of Florence,Jean Léon Gérôme,French,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1848
281333,William Whistler (brother of James Abbott McNeill Whistler),William Edward Kilburn,British,https://nrs.harvard.edu/urn-3:HUAM:777165,#320019,#321919,#323232,0.286814815,0.211555556,0.112444444,Brown,Brown,Grey,1849
56804,Ichabod Crane Tells His Tales at the Fireside,Felix Octavius Carr Darley,American,https://nrs.harvard.edu/urn-3:HUAM:INV006648_dynmc,#e1e1e1,unknown,unknown,1,unknown,unknown,Grey,unknown,unknown,1849
296719,An Arab on Horseback Attacked by a Lion,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:73665_dynmc,#c89664,#fae1c8,#e1c8af,0.9656,0.028666667,0.005466667,Brown,Yellow,Orange,1849
301946,James Abbott McNeill Whistler (1834-1903),William Edward Kilburn,British,https://nrs.harvard.edu/urn-3:HUAM:777173,#321919,#4b3232,#af9664,0.450808081,0.141010101,0.078585859,Brown,Red,Yellow,1849
297538,The Salutation of Beatrice,Dante Gabriel Rossetti,British,https://nrs.harvard.edu/urn-3:HUAM:70070_dynmc,#e1c8af,#c8af96,#af967d,0.248939394,0.226212121,0.182727273,Orange,Brown,Brown,1850
366698,"One of a set of Four Plates, Famille Rose Pattern",Unidentified Artist,Chinese,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1850
366699,"One of a set of Four Plates, Famille Rose Pattern",Unidentified Artist,Chinese,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1850
366700,"One of a set of Four Plates, Famille Rose Pattern",Unidentified Artist,Chinese,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1850
297604,Heliodorus Expelled from the Temple,Ferdinand-Victor-Eugène Delacroix,French,https://nrs.harvard.edu/urn-3:HUAM:73663_dynmc,#c8af96,#c8c8af,unknown,0.529294872,0.470705128,unknown,Brown,Green,unknown,1850
296967,Architectural Study,John Ruskin,British,https://nrs.harvard.edu/urn-3:HUAM:DDC100834_dynmc,#c8c8af,#afaf96,#96967d,0.444471545,0.274308943,0.143577236,Green,Green,Green,1850
